n_gram,freq,freq3
just like,6388,774
a photo,2092,773
a woman,5884,773
good for,4700,773
is out,2450,773
long as,5787,773
points in,1724,773
st patrick's,894,773
got a,14716,771
from one,2473,770
the sake,792,770
a letter,2356,769
found out,3228,769
he or,863,769
we know,5054,769
as he,9992,768
does that,2719,768
too much,11623,768
excited for,3699,767
the san,2305,767
to provide,4603,767
amount of,7264,766
and want,1095,764
at home,8580,764
be willing,795,764
i agree,3331,764
the answer,3295,764
to move,6790,764
and over,2833,763
back from,3797,763
get on,3616,763
leave a,1722,763
there in,2477,763
three years,4571,763
thank god,2305,762
would it,1275,762
that doesn't,3450,761
the decision,2799,761
after a,12324,760
you must,3603,760
nature of,2056,759
you might,5565,759
a collection,951,758
but we,9063,758
doesn't have,3117,758
had been,16740,758
is coming,3831,758
it into,2709,758
the book,9980,758
it made,2017,757
minutes or,1180,757
want them,1209,757
we'd love,901,757
ahead of,3797,756
for that,9501,756
i tell,2067,756
let go,1837,756
the high,3467,756
this type,808,756
to comment,1933,756
for about,3843,755
and tried,990,754
on his,12490,754
that should,1984,754
size of,2296,753
here i,3966,752
we got,6079,752
except for,2346,751
of this,23747,750
the holy,1696,750
the winner,2252,750
have never,3559,748
think it's,5321,748
a week,10040,747
is for,5374,747
must be,10368,747
you live,1881,747
i'm ready,1553,746
in support,860,746
not just,7531,746
all in,4090,745
no more,4572,745
continue to,7810,744
it needs,1259,744
the owner,1571,744
i loved,3899,743
it's important,1263,743
sense of,6738,743
was looking,1759,743
being in,2415,742
closer to,3123,742
make me,5929,742
sitting on,1798,742
tend to,4032,742
there should,872,742
and go,3804,741
from the,87290,741
only thing,3007,741
find out,5837,740
get me,3380,740
response to,2797,740
at any,2488,739
in many,3029,739
put on,3783,739
the grocery,946,739
the u_s,13399,739
try not,786,739
we would,5332,739
why don't,1435,739
work with,5490,739
is something,3776,738
more important,2017,738
was kind,884,738
i wake,815,737
of us,13438,737
the question,4291,737
make up,3036,736
or percent,1142,736
to add,4854,736
you feel,4779,736
of trying,944,735
we look,1489,735
it sounds,1868,734
round of,2279,734
to an,8518,734
or may,897,733
that i'm,5297,733
great deal,1424,732
i'm talking,1115,732
is kind,836,732
me i,13135,732
days a,1022,730
i dont,5043,730
responsible for,2941,730
asked me,2359,728
i'm working,1249,728
made up,1998,728
may or,834,728
the real,6460,728
where is,2461,728
came out,4413,727
heart of,2176,727
him on,2175,727
my mom,8225,727
of time,7291,727
signed up,1387,727
where i,7878,727
will tell,1367,727
about how,7040,726
reminded me,1205,726
a sign,2200,725
enough to,12428,725
mother's day,4075,725
run in,1714,725
the country,9969,725
to wait,3360,725
about a,11535,724
just one,3905,724
she wants,1451,724
that of,2994,724
go for,3192,723
it all,11186,723
time at,2392,723
a high,3337,722
felt like,3405,722
how about,3935,722
way too,2873,722
included in,1366,721
you very,917,720
i mean,8258,719
run out,1191,719
the guy,3714,718
the names,1220,718
the west,3993,718
a range,803,717
that does,1330,717
the creation,843,717
to bring,7208,717
what am,733,717
add to,2035,716
i cant,3249,716
the plain,1046,715
after years,1442,714
be with,2681,714
corner of,1936,714
the company,11019,714
three of,2437,714
we've got,2961,714
to connect,1776,713
them on,2982,712
and let,4304,711
as bad,995,711
pointed out,1663,711
back at,3527,710
in connection,774,710
the east,2725,710
the impact,1418,710
was time,1147,710
what was,6117,710
is always,4859,709
stay in,3016,709
things that,6355,709
to discuss,2697,709
can help,3595,708
the wake,764,708
that some,2863,707
advantage of,2616,706
hate it,1517,706
he does,3368,706
she told,1634,705
to some,4051,705
me it,2636,704
mothers day,2679,704
cup of,2706,703
looked at,3326,703
am not,5909,702
i picked,1431,702
on our,7827,702
the words,3489,702
won't be,5675,702
if you'd,1011,701
out the,18347,701
turned into,1573,701
and that's,5696,700
for stopping,864,700
made my,2404,700
they wanted,1375,700
had so,1118,699
have come,2403,699
him as,2433,699
any kind,981,698
i managed,799,698
knew it,1799,698
it he,2342,697
or any,1938,697
please tell,1019,697
that led,1028,697
the benefit,943,697
home in,3620,696
after the,20159,695
if he,9054,695
it won't,1970,695
pleaded guilty,1278,695
decided to,10909,694
fan of,3466,694
information about,2019,694
was to,6289,693
me as,3175,691
result of,3244,691
secretary of,1243,691
the car,6321,691
to save,4292,691
wasn't going,777,691
every one,1297,690
life is,7078,690
my friends,5736,690
not that,5040,690
will give,2304,690
really wanted,1053,689
we still,2104,689
on this,13687,688
rock n,764,688
but that's,3660,687
four years,3379,687
out that,5036,687
prior to,2228,686
to more,2136,686
with you,12823,686
didn't know,5138,685
to vote,2557,684
us know,2793,684
you're looking,1029,684
have access,725,682
next time,4771,682
see what,6557,682
used in,2561,682
it it,3251,681
while he,2009,681
you were,9834,681
my family,4690,680
sure to,5978,680
we used,1174,680
are likely,833,679
bank of,1440,679
i looked,2322,679
the president,4202,679
a bad,6477,678
don't feel,1924,677
a person,4910,676
from around,858,676
interested in,6977,676
to respond,1310,676
wanna go,1846,676
have nothing,1255,675
or in,2809,675
period of,1654,674
he tried,870,673
are interested,1011,672
been one,1019,672
call it,3326,672
a news,1532,671
go on,5217,671
proud to,1742,671
to enjoy,3101,671
leading up,694,670
that may,2356,670
and did,2062,669
is good,5090,669
at all,13590,668
but now,3547,668
caught up,1677,668
from to,4817,668
rock and,1308,668
author of,1792,667
u_s department,673,667
we hope,2397,667
an hour,6497,666
end up,4830,666
and can,3080,665
can only,3670,665
has nothing,851,665
hell of,831,665
i must,3653,665
i never,8232,665
referring to,1954,665
similar to,2663,665
there may,972,665
also known,769,664
be nice,1883,664
to understand,3586,664
are not,14837,663
i'm a,9044,663
lost in,1684,663
so glad,3216,663
his wife,5678,662
in at,2805,662
the near,925,662
pay attention,1072,661
the development,1123,661
to him,6818,661
with my,21158,661
and decided,1082,660
i plan,1205,660
the title,2929,660
part in,1900,659
points and,2463,659
chamber of,762,658
has had,2750,658
me at,3478,658
story of,3705,658
the sort,807,658
was also,4615,658
are starting,866,657
can also,3063,657
so close,1360,657
happens to,1912,656
work for,4256,656
a form,876,655
give them,2291,655
hundreds of,4371,655
i wouldn't,3957,655
last couple,887,655
the eyes,1355,655
do have,2271,654
from now,1718,654
heading to,2715,653
than percent,1339,653
and went,2386,652
be happy,2703,652
thing in,1684,652
to my,23820,652
to spend,5431,652
used as,1325,652
was taken,2103,652
a break,2604,651
everyone has,1605,651
not one,2006,651
working with,4092,651
a day,10886,650
always been,3086,650
anniversary of,1328,650
group of,5960,650
of our,21083,650
to cover,2800,650
a plan,2562,649
a shout,849,649
is starting,1039,649
of high,1322,649
the locker,706,649
you just,7148,649
a problem,3838,648
details of,1607,648
do what,3485,648
shot in,1079,648
the sun,6318,648
to reach,3599,648
it's nice,1021,647
to seeing,1859,647
is now,8545,646
that might,2353,646
to ask,5309,646
who do,2181,646
but of,1042,645
can you,9212,645
here it,1246,645
interest in,3412,645
on it,8928,645
the success,1004,645
they were,22919,645
thinking about,6155,645
what can,1890,645
you got,4880,645
much to,4263,644
she did,2462,644
what about,3183,644
winner of,1257,644
a team,4376,643
picture of,3302,643
as if,6681,642
for her,8879,642
here at,2648,642
husband and,1772,642
one day,7369,642
or you,2116,642
power of,2794,642
to let,6062,642
you'll have,1270,642
a brand,1059,641
get up,3001,641
participate in,2028,641
times in,1997,641
believe that,5531,640
no reason,1861,640
you thank,685,640
other than,4530,639
think that,7716,639
all you,4329,638
and into,1301,638
for being,4169,638
much i,3417,638
the reason,3948,638
time it,2535,638
to sign,2317,638
into the,38492,637
on its,4082,637
a heart,1585,636
a third,2642,636
it's good,1590,636
just woke,696,636
the two,11854,636
this could,1326,636
but no,3365,635
up the,18492,635
we can't,3485,634
about the,42087,633
million a,827,633
so when,2429,633
that when,3654,633
to realize,1503,633
both of,3718,632
were on,1982,632
years old,3633,632
glad you,3995,631
know i,8076,630
percent to,2573,630
that all,3950,630
too late,2412,630
arrived at,1404,629
how it,4876,629
which can,1553,629
a state,3053,628
it's like,4233,628
the vast,1013,628
to begin,3200,628
who came,1777,628
will go,3258,628
as in,2869,627
in part,2180,627
martin luther,698,627
the needs,749,627
to want,973,627
up from,3070,627
everyone in,1577,626
to reduce,2067,626
also has,2506,625
thousands of,5126,625
am i,7813,624
can have,2926,624
figure it,712,624
i began,1281,624
not on,2039,623
off with,2180,623
the results,2719,623
to enter,2347,623
was out,1516,623
also have,2849,622
best part,1345,622
five years,3726,622
long enough,1312,622
me out,3194,622
coming back,2178,621
it came,2228,621
out into,944,621
point in,2239,621
the details,2153,621
the season,9366,621
a waste,807,620
tens of,951,620
the days,2568,620
is much,1998,619
owner of,1939,619
picked up,3990,619
are about,1611,618
good way,1124,618
have something,1532,618
right in,1956,618
the light,3026,618
the meaning,816,618
a wonderful,5810,617
and wanted,847,617
catch up,2551,617
give up,3880,617
is set,1730,617
not being,2519,617
the benefits,1123,617
the streets,2604,617
am trying,734,616
to celebrate,3287,616
with so,1353,616
after all,5559,615
exactly what,2915,615
focused on,3107,615
me feel,2865,615
need a,9952,615
despite the,3441,614
for two,3690,614
happy with,2092,614
is filled,695,614
the effects,839,614
with his,11879,614
are no,3489,613
her in,2406,613
you as,2269,613
after he,3076,612
are one,1109,612
can think,970,612
go with,3067,612
playing in,1682,612
thought he,1336,612
work to,2759,612
is able,647,611
i came,3186,610
look out,1223,610
support for,2290,610
to improve,3025,610
are ready,1105,609
believed to,987,609
check them,675,609
inspired by,2184,609
ran out,908,609
and check,1270,608
he went,2137,608
in light,730,608
never had,2164,608
send me,2243,608
so far,11768,608
the source,1207,608
what he,6925,608
comes to,6218,607
on your,13050,607
please let,1051,607
referred to,1679,607
the author,2397,607
ought to,1461,606
wish me,805,606
a huge,8122,605
been waiting,1082,605
days of,4044,605
have all,2291,605
how is,2896,605
lucky to,1153,605
way through,1697,605
it i,11042,604
past few,1863,604
that as,2743,604
you but,3108,604
feel the,3204,603
life in,3009,603
see how,5311,603
the morning,6743,603
their way,2220,603
today i,6453,603
a bag,1127,602
and listen,855,602
it so,4802,602
my wife,2792,602
to sit,3258,602
who are,11802,602
a portion,633,601
and their,8267,601
look for,4216,601
me how,2387,601
get away,1485,600
of dollars,2365,600
terms of,3718,600
to attend,2798,600
whole lot,1201,600
man in,1974,599
to run,6276,599
did i,5768,598
looked like,2603,598
to choose,2572,598
i the,985,597
i'll let,876,597
me for,4678,597
time with,4550,597
for example,6191,596
not for,2897,596
that most,1919,596
all day,7475,595
i'm on,2712,595
lucky enough,630,595
of last,1830,595
the direction,965,595
to visit,4255,595
year in,3348,595
far as,3355,594
of millions,785,594
people on,1899,594
got back,1523,593
i'm tired,1115,593
past two,1458,593
problem is,2123,593
the weather,3947,593
tip of,843,593
a hint,842,592
about all,1584,592
can go,3105,592
him and,6721,592
home from,2829,592
maybe i,2552,592
a case,1770,591
and take,3542,591
later this,1749,591
no way,3720,591
the absence,624,591
the mother,1517,591
to address,1919,591
will get,5049,591
be there,6382,590
know about,3547,590
made me,5633,590
this book,3982,590
where we,4072,590
you please,1822,590
an eye,1725,589
are at,2678,589
be ready,1707,589
board of,3195,589
think they,3231,589
those are,2279,589
we're trying,658,589
be out,1920,588
comes from,2926,588
have lots,706,588
i'm starting,833,588
it used,689,588
me of,3476,588
new year's,1461,588
percent in,2328,588
vast majority,674,588
me with,3457,587
she will,2695,587
the body,3227,587
the sale,1418,587
among other,1218,586
please please,1310,586
stop by,3392,586
the money,5742,586
time on,2301,586
are plenty,656,585
interesting to,1449,585
to avoid,4354,585
was more,2641,585
happened to,4143,584
how was,1923,584
isn't going,709,584
the month,2676,584
to open,3726,584
to speak,3610,584
well at,1091,584
a touch,868,583
feels like,3208,583
is easy,1117,583
the addition,661,583
where they,4449,583
a spokeswoman,737,582
a visit,1449,582
at in,1275,582
doesn't seem,1153,582
it from,2916,582
said adding,821,582
by far,1191,581
can't seem,583,581
long time,5986,581
my year,821,581
would make,3645,581
love love,1379,580
not trying,657,580
over a,5639,580
until the,7542,580
catching up,1310,579
it back,2716,579
lead in,1025,579
this past,2419,579
to for,3938,579
at first,3935,578
it did,2698,578
it looked,1300,578
someone who,4630,578
the hell,3683,578
the sense,1059,578
a string,704,577
plans for,2244,577
was my,4050,577
a month,6015,576
a history,903,575
and enjoy,2263,575
the door,6105,575
care of,4924,574
have always,1799,573
know where,2799,573
person in,1465,573
spot in,1034,573
there's no,5645,573
i swear,2853,572
said at,1468,572
think you,4172,572
we could,5779,572
once a,2246,571
state department,954,571
that sounds,1965,571
the prospect,714,570
you're in,2427,570
a daily,1159,569
for several,1950,569
but on,1597,568
in each,2266,568
more time,2867,568
no such,1042,568
pretty sure,3046,568
the ground,5257,568
with him,6095,568
you make,3801,568
you tell,1631,568
behind the,5472,567
comes down,685,567
have decided,914,567
i've had,3355,567
is ready,1291,567
from all,2767,566
i also,7972,566
i listen,664,566
the year,11781,566
you could,8513,566
may want,628,565
sound like,1781,565
up all,1837,565
was so,8782,565
you try,1213,565
the american,5927,564
learning how,637,563
our way,1836,563
a host,665,562
a while,9158,562
all have,2303,562
and said,5151,562
in washington,2723,562
questions about,2192,562
right next,669,562
his way,2082,561
how you,5500,561
the dining,780,561
thought you,1625,561
to admit,1974,561
u have,2095,561
a reason,2401,560
at me,5008,560
but most,1388,559
just finished,2839,559
me tell,708,559
take the,7485,559
to mention,2725,559
we didn't,3527,559
a majority,829,557
in mind,3303,557
is time,1138,557
not able,562,557
out all,1403,557
he says,6498,556
i read,4439,556
i'm glad,2772,556
is wrong,1461,556
say the,5060,556
the bulk,620,556
the street,5198,556
to prepare,1681,556
in line,2326,555
now we,2752,555
on all,2963,555
were trying,606,555
hear from,1464,554
to call,5172,554
best in,1444,553
far from,2482,553
not all,2870,553
quality of,2290,553
to clean,1737,553
a phone,1706,552
from what,1676,552
give him,1623,552
i'm sure,6310,552
make you,4002,552
of its,10083,552
the red,4063,552
it hard,857,551
means a,1062,551
said it's,3520,551
the return,904,551
from new,1290,550
love with,3964,550
the inside,1900,550
tried to,9238,550
we try,771,550
at my,7123,549
better way,740,549
it wasn't,6320,549
was great,3083,549
half an,638,548
stay away,759,548
the land,2376,548
who was,10659,548
year and,6196,548
but not,10046,547
news of,1092,547
or do,1600,547
the word,8104,547
as early,606,546
is up,2459,546
not allowed,837,546
now is,2721,546
that made,2479,546
the final,8201,546
to at,1169,546
was forced,683,546
way out,1399,546
do a,6262,545
just the,5953,545
not only,10328,545
now in,2498,545
of which,4905,545
that's not,4700,545
had not,2546,544
move on,2367,544
nothing wrong,775,544
that moment,1548,544
but did,1055,543
coming from,2113,543
go into,2273,543
it that,3694,543
no no,1534,543
the site,3905,543
the world's,3377,543
don't like,5164,542
hours a,975,542
